Latitude,Longitude,Elevation,Name
45.979631889184105,7.816233274829011,2.723303955078125,N01
45.97963648386888,7.816513795412906,2.730081787109375,N02
45.979638369796774,7.816752176739104,2.731982666015625,N03
45.97962813631976,7.816941134543284,2.733756591796875,N04
45.9795160129172,7.816918730833123,2.734854248046875,N05
45.97953703258776,7.816656287766823,2.736493896484375,N06
45.979503519663794,7.816498534325714,2.730293212890625,N07
45.979473958766384,7.8162202611638385,2.7328330078125,N08
45.97933599263986,7.816226966686376,2.737701171875,N09
45.97924446225723,7.816527290277012,2.73834326171875,N10
45.97924978476606,7.816767096526751,2.721995361328125,N11
45.97924442034803,7.8171020373774835,2.716156494140625,N12
45.97907174861879,7.816961384579391,2.7353984375,N13
45.9791034806455,7.816767029304737,2.732230224609375,N14
45.97907883585089,7.816584873951802,2.736498046875,N15
45.97909790468059,7.816278096295722,2.75230517578125,N17
45.97951842476239,7.8158651199264595,2.73334423828125,N18
45.97932945475571,7.815860761336811,2.7419118652343747,N19
45.979232559955044,7.815747689463026,2.747588134765625,N20
45.97893684949585,7.815880670662684,2.7527641601562502,N21
45.978904450355074,7.816196540377863,2.7511904296875,N22
45.978814554443886,7.81642494723929,2.7506706542968747,N23
45.97877842844089,7.816836833961137,2.7597312011718752,N24
45.97879447978579,7.81707295217348,2.75394384765625,N25
45.978786181701324,7.8173196315838185,2.74998974609375,N26
45.97911550667693,7.817288283265957,2.7462338867187503,N27
45.979276564946694,7.817285098142752,2.7483745117187503,N28
45.97954771951429,7.8172957431597805,2.742469482421875,N29
45.979631889184105,7.816233274829011,2.723303955078125,D0379
45.9796322426214,7.816254853335464,2.7238253267728365,D0381
45.979632596058686,7.816276431841918,2.724346698467548,D0382
45.97963294949598,7.816298010348371,2.7248680701622603,D0384
45.979633302933266,7.816319588854824,2.7253894418569713,D0386
45.97963365637056,7.816341167361278,2.7259108135516827,D0387
45.979634009807846,7.816362745867732,2.726432185246394,D0389
45.97963436324514,7.816384324374185,2.726953556941106,D0390
45.979634716682426,7.816405902880638,2.7274749286358175,D0392
45.97963507011972,7.816427481387092,2.727996300330529,D0394
45.979635423557006,7.816449059893546,2.72851767202524,D0395
45.9796357769943,7.8164706383999984,2.7290390437199523,D0397
45.97963613043159,7.816492216906452,2.7295604154146638,D0398
45.97963648386888,7.816513795412906,2.730081787109375,D0400
45.979636628940256,7.816532132437998,2.730228008563702,D0402
45.97963677401163,7.81655046946309,2.730374230018029,D0403
45.979636919083006,7.816568806488182,2.730520451472356,D0405
45.97963706415439,7.816587143513274,2.7306666729266826,D0406
45.97963720922576,7.8166054805383665,2.73081289438101,D0408
45.97963735429714,7.816623817563459,2.7309591158353363,D0410
45.979637499368515,7.816642154588552,2.7311053372896636,D0411
45.97963764443989,7.816660491613644,2.73125155874399,D0413
45.979637789511266,7.816678828638736,2.7313977801983174,D0414
45.97963793458265,7.816697165663828,2.731544001652644,D0416
45.97963807965402,7.81671550268892,2.731690223106971,D0418
45.9796382247254,7.816733839714012,2.731836444561298,D0419
45.979638369796774,7.816752176739104,2.731982666015625,D0421
45.979636323101374,7.816789968299941,2.7323374511718748,D0422
45.97963427640597,7.816827759860776,2.732692236328125,D0424
45.97963222971057,7.816865551421612,2.7330470214843747,D0426
45.97963018301516,7.816903342982448,2.733401806640625,D0427
45.97962813631976,7.816941134543284,2.733756591796875,D0429
45.97961567816392,7.816938645242155,2.733878553602431,D0430
45.97960322000808,7.816936155941026,2.7340005154079865,D0432
45.97959076185224,7.816933666639897,2.7341224772135417,D0434
45.9795783036964,7.816931177338768,2.734244439019097,D0435
45.97956584554056,7.816928688037639,2.7343664008246527,D0437
45.97955338738472,7.81692619873651,2.7344883626302083,D0438
45.97954092922888,7.816923709435381,2.7346103244357636,D0440
45.97952847107304,7.816921220134252,2.7347322862413193,D0442
45.9795160129172,7.816918730833123,2.734854248046875,D0443
45.979517923796344,7.816894872372551,2.7350033069957385,D0445
45.979519834675486,7.816871013911977,2.7351523659446024,D0446
45.97952174555463,7.816847155451405,2.735301424893466,D0448
45.97952365643377,7.816823296990832,2.7354504838423295,D0450
45.97952556731291,7.81679943853026,2.735599542791193,D0451
45.97952747819205,7.816775580069686,2.735748601740057,D0453
45.97952938907119,7.816751721609114,2.7358976606889205,D0454
45.97953129995033,7.816727863148541,2.736046719637784,D0456
45.97953321082947,7.816704004687969,2.7361957785866475,D0458
45.979535121708615,7.816680146227395,2.7363448375355115,D0459
45.97953703258776,7.816656287766823,2.736493896484375,D0461
45.979533985958305,7.816641946544904,2.7359301979758524,D0462
45.97953093932885,7.816627605322985,2.7353664994673297,D0464
45.9795278926994,7.816613264101066,2.734802800958807,D0466
45.97952484606995,7.816598922879146,2.734239102450284,D0467
45.9795217994405,7.816584581657228,2.7336754039417617,D0469
45.97951875281105,7.816570240435309,2.7331117054332386,D0470
45.9795157061816,7.81655589921339,2.732548006924716,D0472
45.97951265955215,7.816541557991471,2.731984308416193,D0474
45.9795096129227,7.816527216769551,2.7314206099076705,D0475
45.979506566293246,7.816512875547633,2.7308569113991474,D0477
45.979503519663794,7.816498534325714,2.730293212890625,D0478
45.97950167210771,7.816481142253096,2.7304519500732423,D0480
45.97949982455162,7.816463750180479,2.7306106872558593,D0482
45.97949797699553,7.8164463581078625,2.730769424438477,D0483
45.97949612943944,7.816428966035245,2.730928161621094,D0485
45.979494281883355,7.816411573962627,2.731086898803711,D0486
45.97949243432726,7.816394181890011,2.731245635986328,D0488
45.97949058677118,7.816376789817394,2.7314043731689455,D0490
45.979488739215086,7.816359397744776,2.7315631103515625,D0491
45.979486891659,7.816342005672158,2.7317218475341796,D0493
45.979485044102915,7.816324613599542,2.731880584716797,D0494
45.97948319654682,7.816307221526925,2.732039321899414,D0496
45.97948134899074,7.816289829454307,2.732198059082031,D0498
45.979479501434646,7.81627243738169,2.7323567962646482,D0499
45.97947765387856,7.816255045309073,2.7325155334472657,D0501
45.97947580632247,7.816237653236456,2.7326742706298828,D0502
45.979473958766384,7.8162202611638385,2.7328330078125,D0504
45.979464761024616,7.816220708198674,2.7331575520833336,D0506
45.97945556328285,7.81622115523351,2.7334820963541664,D0507
45.97944636554108,7.816221602268346,2.733806640625,D0509
45.97943716779931,7.816222049303182,2.7341311848958334,D0510
45.97942797005754,7.816222496338018,2.7344557291666667,D0512
45.979418772315775,7.816222943372853,2.7347802734375,D0514
45.97940957457401,7.816223390407689,2.7351048177083337,D0515
45.97940037683224,7.816223837442525,2.7354293619791665,D0517
45.97939117909047,7.816224284477361,2.73575390625,D0518
45.9793819813487,7.816224731512197,2.7360784505208335,D0520
45.979372783606934,7.816225178547032,2.7364029947916664,D0522
45.979363585865165,7.816225625581868,2.7367275390625,D0523
45.9793543881234,7.816226072616704,2.7370520833333334,D0525
45.97934519038163,7.81622651965154,2.7373766276041667,D0526
45.97933599263986,7.816226966686376,2.737701171875,D0528
45.97932945475539,7.816248418371421,2.7377470354352678,D0530
45.97932291687091,7.816269870056467,2.7377928989955356,D0531
45.97931637898644,7.816291321741512,2.737838762555803,D0533
45.979309841101966,7.816312773426557,2.7378846261160716,D0534
45.97930330321749,7.816334225111603,2.737930489676339,D0536
45.97929676533302,7.816355676796649,2.7379763532366073,D0538
45.979290227448544,7.816377128481694,2.738022216796875,D0539
45.97928368956407,7.816398580166739,2.7380680803571424,D0541
45.9792771516796,7.816420031851785,2.7381139439174107,D0542
45.97927061379512,7.81644148353683,2.7381598074776785,D0544
45.97926407591065,7.8164629352218755,2.7382056710379468,D0546
45.979257538026175,7.816484386906921,2.738251534598214,D0547
45.9792510001417,7.816505838591967,2.7382973981584824,D0549
45.97924446225723,7.816527290277012,2.73834326171875,D0550
45.97924487168098,7.816545736911607,2.737085730919471,D0552
45.97924528110474,7.816564183546203,2.7358282001201926,D0554
45.979245690528494,7.816582630180798,2.7345706693209135,D0555
45.979246099952256,7.8166010768153935,2.733313138521635,D0557
45.97924650937601,7.8166195234499884,2.732055607722356,D0558
45.97924691879977,7.816637970084583,2.7307980769230773,D0560
45.97924732822352,7.816656416719179,2.729540546123798,D0562
45.97924773764728,7.816674863353774,2.7282830153245192,D0563
45.97924814707103,7.816693309988369,2.7270254845252397,D0565
45.979248556494795,7.816711756622965,2.7257679537259616,D0566
45.97924896591855,7.81673020325756,2.7245104229266826,D0568
45.979249375342306,7.816748649892156,2.723252892127404,D0570
45.97924978476606,7.816767096526751,2.721995361328125,D0571
45.979249337731225,7.816795008264312,2.7215087890625,D0573
45.97924889069639,7.816822920001873,2.721022216796875,D0574
45.979248443661554,7.816850831739433,2.72053564453125,D0576
45.97924799662672,7.816878743476995,2.720049072265625,D0578
45.97924754959188,7.816906655214556,2.7195625,D0579
45.979247102557046,7.816934566952117,2.719075927734375,D0581
45.97924665552221,7.816962478689678,2.71858935546875,D0582
45.979246208487375,7.81699039042724,2.718102783203125,D0584
45.97924576145254,7.8170183021648,2.7176162109375,D0586
45.9792453144177,7.817046213902361,2.717129638671875,D0587
45.97924486738287,7.817074125639922,2.71664306640625,D0589
45.97924442034803,7.8171020373774835,2.716156494140625,D0590
45.97923208665309,7.817091990749049,2.717530918666295,D0592
45.97921975295814,7.817081944120613,2.718905343191964,D0594
45.9792074192632,7.817071897492178,2.720279767717634,D0595
45.97919508556825,7.817061850863743,2.721654192243303,D0597
45.9791827518733,7.817051804235308,2.7230286167689735,D0598
45.97917041817835,7.817041757606872,2.7244030412946425,D0600
45.97915808448341,7.817031710978437,2.7257774658203124,D0602
45.97914575078847,7.817021664350002,2.7271518903459824,D0603
45.97913341709352,7.817011617721566,2.728526314871652,D0605
45.979121083398574,7.817001571093131,2.7299007393973214,D0606
45.97910874970363,7.816991524464696,2.731275163922991,D0608
45.97909641600869,7.816981477836261,2.732649588448661,D0610
45.97908408231374,7.816971431207826,2.7340240129743303,D0611
45.97907174861879,7.816961384579391,2.7353984375,D0613
45.979076281765465,7.816933619540154,2.734945835658482,D0614
45.97908081491214,7.816905854500918,2.734493233816964,D0616
45.97908534805881,7.816878089461682,2.7340406319754464,D0618
45.97908988120548,7.816850324422446,2.7335880301339284,D0619
45.979094414352154,7.816822559383209,2.7331354282924107,D0621
45.97909894749883,7.816794794343973,2.7326828264508927,D0622
45.9791034806455,7.816767029304737,2.732230224609375,D0624
45.97909731944685,7.816721490466503,2.7332971801757813,D0626
45.979091158248195,7.81667595162827,2.7343641357421875,D0627
45.97908499704954,7.816630412790036,2.7354310913085937,D0629
45.97907883585089,7.816584873951802,2.736498046875,D0630
45.97907963038546,7.816572091549466,2.7371566772460936,D0632
45.979080424920035,7.816559309147129,2.7378153076171876,D0634
45.979081219454606,7.816546526744792,2.738473937988281,D0635
45.97908201398918,7.816533744342456,2.739132568359375,D0637
45.97908280852375,7.816520961940119,2.739791198730469,D0638
45.97908360305832,7.816508179537782,2.7404498291015624,D0640
45.979084397592885,7.816495397135445,2.7411084594726556,D0642
45.97908519212746,7.816482614733109,2.74176708984375,D0643
45.97908598666203,7.816469832330772,2.742425720214844,D0645
45.9790867811966,7.816457049928435,2.7430843505859377,D0646
45.97908757573117,7.816444267526099,2.7437429809570313,D0648
45.97908837026574,7.816431485123762,2.744401611328125,D0650
45.979089164800314,7.816418702721426,2.745060241699219,D0651
45.979089959334885,7.816405920319089,2.7457188720703125,D0653
45.97909075386946,7.816393137916752,2.746377502441406,D0654
45.97909154840403,7.816380355514416,2.7470361328125,D0656
45.9790923429386,7.816367573112079,2.7476947631835937,D0658
45.97909313747317,7.816354790709742,2.7483533935546873,D0659
45.979093932007736,7.816342008307405,2.7490120239257814,D0661
45.97909472654231,7.8163292259050685,2.749670654296875,D0662
45.97909552107688,7.816316443502732,2.7503292846679686,D0664
45.97909631561145,7.816303661100395,2.7509879150390626,D0666
